skupina_diagnoz;kod_hlavnej_diagnozy;nazov_diagnozy
Trauma a poúrazové stavy;t3210;Poleptania postihujúce 10 – 19 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3211;Poleptania postihujúce 10 – 19 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3220;Poleptania postihujúce 20 – 29 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3221;Poleptania postihujúce 20 – 29 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3222;Poleptania postihujúce 20 – 29 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3230;Poleptania postihujúce 30 – 39 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3231;Poleptania postihujúce 30 – 39 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3232;Poleptania postihujúce 30 – 39 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3233;Poleptania postihujúce 30 – 39 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3240;Poleptania postihujúce 40 – 49 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3241;Poleptania postihujúce 40 – 49 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3242;Poleptania postihujúce 40 – 49 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3243;Poleptania postihujúce 40 – 49 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3244;Poleptania postihujúce 40 – 49 % povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3250;Poleptania postihujúce 50 – 59 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3251;Poleptania postihujúce 50 – 59 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3252;Poleptania postihujúce 50 – 59 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3253;Poleptania postihujúce 50 – 59 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3254;Poleptania postihujúce 50 – 59 % povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3255;Poleptania postihujúce 50 – 59 % povrchu tela: 50 – 59 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3260;Poleptania postihujúce 60 – 69 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3261;Poleptania postihujúce 60 – 69 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3262;Poleptania postihujúce 60 – 69 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3263;Poleptania postihujúce 60 – 69 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3264;Poleptania postihujúce 60 – 69 % povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3265;Poleptania postihujúce 60 – 69 % povrchu tela: 50 – 59 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3266;Poleptania postihujúce 60 – 69 % povrchu tela: 60 – 69 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3270;Poleptania postihujúce 70 – 79 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3271;Poleptania postihujúce 70 – 79 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3272;Poleptania postihujúce 70 – 79 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3273;Poleptania postihujúce 70 – 79 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3274;Poleptania postihujúce 70 – 79 % povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3275;Poleptania postihujúce 70 – 79 % povrchu tela: 50 – 59 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3276;Poleptania postihujúce 70 – 79 % povrchu tela: 60 – 69 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3277;Poleptania postihujúce 70 – 79 % povrchu tela: 70 – 79 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3280;Poleptania postihujúce 80 – 89 % povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3281;Poleptania postihujúce 80 – 89 % povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3282;Poleptania postihujúce 80 – 89 % povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3283;Poleptania postihujúce 80 – 89 % povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3284;Poleptania postihujúce 80 – 89 % povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3285;Poleptania postihujúce 80 – 89 % povrchu tela: 50 – 59 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3286;Poleptania postihujúce 80 – 89 % povrchu tela: 60 – 69 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3287;Poleptania postihujúce 80 – 89 % povrchu tela: 70 – 79 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3288;Poleptania postihujúce 80 – 89 % povrchu tela: 80 – 89 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3290;Poleptania postihujúce 90 % a viac povrchu tela: menej ako 10 %, alebo bližšie neurčený podiel poleptania 3. stupňa
Trauma a poúrazové stavy;t3291;Poleptania postihujúce 90 % a viac povrchu tela: 10 – 19 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3292;Poleptania postihujúce 90 % a viac povrchu tela: 20 – 29 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3293;Poleptania postihujúce 90 % a viac povrchu tela: 30 – 39 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3294;Poleptania postihujúce 90 % a viac povrchu tela: 40 – 49 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3295;Poleptania postihujúce 90 % a viac povrchu tela: 50 – 59 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3296;Poleptania postihujúce 90 % a viac povrchu tela: 60 – 69 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3297;Poleptania postihujúce 90 % a viac povrchu tela: 70 – 79 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3298;Poleptania postihujúce 90 % a viac povrchu tela: 80 – 89 % poleptania 3. stupňa
Trauma a poúrazové stavy;t3299;Poleptania postihujúce 90 % a viac povrchu tela: 90% a viac poleptania 3. stupňa
Trauma a poúrazové stavy;t330;Povrchová omrzlina hlavy
Trauma a poúrazové stavy;t331;Povrchová omrzlina krku
Trauma a poúrazové stavy;t332;Povrchová omrzlina hrudníka
Trauma a poúrazové stavy;t333;Povrchová omrzlina brušnej steny, drieku a panvy
Trauma a poúrazové stavy;t334;Povrchová omrzlina hornej končatiny
Trauma a poúrazové stavy;t335;Povrchová omrzlina zápästia a ruky
Trauma a poúrazové stavy;t336;Povrchová omrzlina bedra a stehna
Trauma a poúrazové stavy;t337;Povrchová omrzlina kolena a predkolenia
Trauma a poúrazové stavy;t338;Povrchová omrzlina členka a nohy
Trauma a poúrazové stavy;t339;Povrchová omrzlina na iných a bližšie neurčených miestach
Trauma a poúrazové stavy;t340;Omrzlina s nekrózou tkaniva hlavy
Trauma a poúrazové stavy;t341;Omrzlina s nekrózou tkaniva krku
Trauma a poúrazové stavy;t342;Omrzlina s nekrózou tkaniva hrudníka
Trauma a poúrazové stavy;t343;Omrzlina s nekrózou tkaniva brušnej steny, drieku a panvy
Trauma a poúrazové stavy;t344;Omrzlina s nekrózou tkaniva hornej končatiny
Trauma a poúrazové stavy;t345;Omrzlina s nekrózou tkaniva zápästia a ruky
Trauma a poúrazové stavy;t346;Omrzlina s nekrózou tkaniva bedra a stehna
Trauma a poúrazové stavy;t347;Omrzlina s nekrózou tkaniva kolena a predkolenia
Trauma a poúrazové stavy;t348;Omrzlina s nekrózou tkaniva členka a nohy
Trauma a poúrazové stavy;t349;Omrzlina s nekrózou tkaniva na iných a bližšie neurčených miestach
Trauma a poúrazové stavy;t350;Povrchová omrzlina postihujúca viaceré časti tela
Trauma a poúrazové stavy;t351;Omrzlina s tkanivovou nekrózou postihujúca viaceré časti tela
Trauma a poúrazové stavy;t352;Omrzlina hlavy a krku, bližšie neurčená
Trauma a poúrazové stavy;t353;Omrzlina hrudníka, brucha, drieku a panvy, bližšie neurčená
Trauma a poúrazové stavy;t354;Omrzlina hornej končatiny, bližšie neurčená
Trauma a poúrazové stavy;t355;Omrzlina dolnej končatiny, bližšie neurčená
Trauma a poúrazové stavy;t356;Omrzlina postihujúca viaceré časti tela, bližšie neurčená
Trauma a poúrazové stavy;t357;Omrzlina bližšie neurčenej časti tela, bližšie neurčená
Trauma a poúrazové stavy;t690;Ruka a noha vystavená vlhkému chladu
Trauma a poúrazové stavy;t691;Oziabliny
Trauma a poúrazové stavy;t790;Vzduchová embólia (poúrazová)
Trauma a poúrazové stavy;t791;Tuková embólia (poúrazová)
Trauma a poúrazové stavy;t792;Poúrazové druhotné a opakované krvácanie
Trauma a poúrazové stavy;t793;Poúrazová infekcia rany, nezatriedená inde
Trauma a poúrazové stavy;t794;Úrazový šok
Trauma a poúrazové stavy;t795;Úrazová anúria
Trauma a poúrazové stavy;t796;Poúrazová ischémia svalu
Trauma a poúrazové stavy;t797;Poúrazový podkožný emfyzém
Trauma a poúrazové stavy;t798;Iná včasná komplikácia úrazu
Trauma a poúrazové stavy;t799;Včasná komplikácia úrazu, bližšie neurčená
Trauma a poúrazové stavy;t840;Mechanická komplikácia zapríčinená kĺbovou endoprotézou
Trauma a poúrazové stavy;t841;Mechanická komplikácia zapríčinená pomôckou na vnútornú fixáciu kostí končatiny
Trauma a poúrazové stavy;t842;Mechanická komplikácia zapríčinená pomôckou na vnútornú fixáciu iných kostí
Trauma a poúrazové stavy;t843;Mechanická komplikácia zapríčinená inou kostnou pomôckou, implantátom a transplantátom
Trauma a poúrazové stavy;t844;Mechanická komplikácia zapríčinená inou vnútornou ortopedickou pomôckou, implantátom a transplantátom
Trauma a poúrazové stavy;t845;Infekcia a zápalová reakcia zapríčinená kĺbovou endoprotézou
Trauma a poúrazové stavy;t846;Infekcia a zápalová reakcia zapríčinená vnútornou kostnou fixačnou pomôckou (na ktoromkoľvek mieste)
Trauma a poúrazové stavy;t847;Infekcia a zápalová reakcia zapríčinená inou ortopedickou endoprotézou, implantátom a štepom
Trauma a poúrazové stavy;t848;Iná komplikácia zapríčinená ortopedickou endoprotézou, implantátom a štepom
Trauma a poúrazové stavy;t849;Bližšie neurčená komplikácia vnútornej ortopedickej protetickej pomôcky, implantátu a štepu
Trauma a poúrazové stavy;t8650;Porucha prekrvenia transplantovanej kože
Trauma a poúrazové stavy;t8651;Nekróza transplantovanej kože
Trauma a poúrazové stavy;t8652;Strata kožného transplantátu
Trauma a poúrazové stavy;t8659;Iná a bližšie neurčená porucha funkcie, zlyhávanie a odvrhnutie transplantovanej kože
Trauma a poúrazové stavy;t870;Komplikácia súvisiaca so znovupripojením (časti) hornej končatiny
Trauma a poúrazové stavy;t871;Komplikácia súvisiaca so znovupripojením (časti) dolnej končatiny
Trauma a poúrazové stavy;t872;Komplikácia inej znovupripojenej časti tela
Trauma a poúrazové stavy;t873;Neuróm kýpťa po amputácii
Trauma a poúrazové stavy;t874;Infekcia kýpťa po amputácii
Trauma a poúrazové stavy;t875;Nekróza kýpťa po amputácii
Trauma a poúrazové stavy;t876;Iná a bližšie neurčená komplikácia amputačného kýpťa
Trauma a poúrazové stavy;t8900;Komplikácia otvorenej rany, bližšie neurčená
Trauma a poúrazové stavy;t8901;Komplikácia otvorenej rany, cudzie teleso (s infekciou alebo bez infekcie)
Trauma a poúrazové stavy;t8902;Komplikácia otvorenej rany, infekcia
Trauma a poúrazové stavy;t8903;Komplikácia otvorenej rany, iná
Trauma a poúrazové stavy;t900;Neskoré následky povrchového poranenia hlavy
Trauma a poúrazové stavy;t901;Neskoré následky otvorenej rany hlavy
Trauma a poúrazové stavy;t902;Neskoré následky zlomeniny lebky a tvárových kostí
Trauma a poúrazové stavy;t903;Neskoré následky poranenia hlavových nervov
Trauma a poúrazové stavy;t904;Neskoré následky poranenia oka a očnice
Trauma a poúrazové stavy;t905;Neskoré následky vnútrolebkového poranenia
Trauma a poúrazové stavy;t908;Neskoré následky iného bližšie určeného poranenia hlavy
Trauma a poúrazové stavy;t909;Neskoré následky bližšie neurčeného poranenia hlavy
Trauma a poúrazové stavy;t910;Neskoré následky povrchového poranenia a otvorenej rany krku a trupu
Trauma a poúrazové stavy;t911;Neskoré následky zlomeniny chrbtice
Trauma a poúrazové stavy;t912;Neskoré následky inej zlomeniny hrudníka a panvy
Trauma a poúrazové stavy;t913;Neskoré následky poranenia miechy
Trauma a poúrazové stavy;t914;Neskoré následky poranenia vnútrohrudníkových orgánov
Trauma a poúrazové stavy;t915;Neskoré následky poranenia vnútrobrušných a panvových orgánov
Trauma a poúrazové stavy;t918;Neskoré následky iného bližšie určeného poranenia krku a trupu
Trauma a poúrazové stavy;t919;Neskoré následky bližšie neurčeného poranenia krku a trupu
Trauma a poúrazové stavy;t920;Neskoré následky otvorenej rany hornej končatiny
Trauma a poúrazové stavy;t921;Neskoré následky zlomeniny ramena
Trauma a poúrazové stavy;t922;Neskoré následky zlomeniny v úrovni zápästia a ruky
Trauma a poúrazové stavy;t923;Neskoré následky vykĺbenia, vyvrtnutia a natiahnutia hornej končatiny
Trauma a poúrazové stavy;t924;Neskoré následky poranenia nervu hornej končatiny
Trauma a poúrazové stavy;t925;Neskoré následky poranenia svalu a šľachy hornej končatiny
Trauma a poúrazové stavy;t926;Neskoré následky drvivého poranenia a úrazovej amputácie hornej končatiny
Trauma a poúrazové stavy;t928;Neskoré následky iných bližšie určených poranení hornej končatiny
Trauma a poúrazové stavy;t929;Neskoré následky bližšie neurčeného poranenia hornej končatiny
Trauma a poúrazové stavy;t930;Neskoré následky otvorenej rany dolnej končatiny
Trauma a poúrazové stavy;t931;Neskoré následky zlomeniny stehnovej kosti
Trauma a poúrazové stavy;t932;Neskoré následky inej zlomeniny dolnej končatiny
Trauma a poúrazové stavy;t933;Neskoré následky vykĺbenia, vyvrtnutia a natiahnutia dolnej končatiny
Trauma a poúrazové stavy;t934;Neskoré následky poranenia nervu dolnej končatiny
Trauma a poúrazové stavy;t935;Neskoré následky poranenia svalu a šľachy dolnej končatiny
Trauma a poúrazové stavy;t936;Neskoré následky drvivého poranenia a úrazovej amputácie dolnej končatiny
Trauma a poúrazové stavy;t938;Neskoré následky iného bližšie určeného poranenia dolnej končatiny
Trauma a poúrazové stavy;t939;Neskoré následky bližšie neurčeného poranenia dolnej končatiny
Trauma a poúrazové stavy;t940;Neskoré následky poranenia viacerých oblastí tela
Trauma a poúrazové stavy;t941;Neskoré následky poranenia: oblasť bližšie neurčená tela
Trauma a poúrazové stavy;t950;Neskoré následky popálenia, poleptania a omrzliny hlavy a krku
Trauma a poúrazové stavy;t951;Neskoré následky popálenia, poleptania a omrzliny trupu
Trauma a poúrazové stavy;t952;Neskoré následky popálenia, poleptania a omrzliny hornej končatiny
Trauma a poúrazové stavy;t953;Neskoré následky popálenia, poleptania a omrzliny dolnej končatiny
Trauma a poúrazové stavy;t954;Neskoré následky popálenia a poleptania zatriediteľné iba podľa rozsahu postihnutého povrchu tela
Trauma a poúrazové stavy;t958;Neskoré následky inej bližšie určenej popáleniny, poleptania a omrzliny
Trauma a poúrazové stavy;t959;Neskoré následky bližšie neurčenej popáleniny, poleptania a omrzliny
Trauma a poúrazové stavy;t982;Neskoré následky niektorých včasných komplikácií úrazov
Trauma a poúrazové stavy;t983;Neskoré následky komplikácií chirurgického výkonu a lekárskej starostlivosti, nezatriedené inde
Vrodená vývojová chyba genitálu;q500;Vrodené chýbanie vaječníka
Vrodená vývojová chyba genitálu;q501;Vývinová (dysontogenetická) cysta vaječníka
Vrodená vývojová chyba genitálu;q502;Vrodená torzia vaječníka
Vrodená vývojová chyba genitálu;q503;Iná vrodená chyba vaječníka
Vrodená vývojová chyba genitálu;q504;Embryonálna cysta vajíčkovodu
Vrodená vývojová chyba genitálu;q505;Embryonálna cysta širokého väzu maternice [lig.latum uteri]
Vrodená vývojová chyba genitálu;q506;Iná vrodená chyba vajíčkovodu a širokého väzu
Vrodená vývojová chyba genitálu;q510;Agenéza a aplázia maternice
Vrodená vývojová chyba genitálu;q511;Dvojitá maternica s dvojitým krčkom a dvojitou pošvou
Vrodená vývojová chyba genitálu;q512;Iné zdvojenie maternice
Vrodená vývojová chyba genitálu;q513;Dvojrohá maternica [uterus bicornis ]
Vrodená vývojová chyba genitálu;q514;Jednorohá maternica [uterus unicornis]
Vrodená vývojová chyba genitálu;q515;Agenéza a aplázia krčka maternice
Vrodená vývojová chyba genitálu;q516;Embryonálna cysta krčka maternice
Vrodená vývojová chyba genitálu;q517;Vrodená fistula medzi maternicou, tráviacim a močovým traktom
Vrodená vývojová chyba genitálu;q518;Iná vrodená chyba maternice a krčka maternice
Vrodená vývojová chyba genitálu;q519;Vrodená chyba maternice a krčka maternice, bližšie neurčená
Vrodená vývojová chyba genitálu;q520;Vrodené chýbanie pošvy
Vrodená vývojová chyba genitálu;q521;Zdvojenie pošvy
