kod_vykonu;nazov_vykonu;nazov_ms;kod_ms;kod_markera;hodnota_markera
5t6405;Dorzálna spondylodéza, 5 segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6406;Dorzálna spondylodéza, 6 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6421;Ventrálna spondylodéza, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6422;Ventrálna spondylodéza, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6423;Ventrálna spondylodéza, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6424;Ventrálna spondylodéza, 4 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6425;Ventrálna spondylodéza, 5 segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza, 4 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza, 5 segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza, 6 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t64x;Spondylodéza, ostatné;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6501;Náhrada tela stavca implantátom, 1 stavec;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6502;Náhrada tela stavca implantátom, 2 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6503;Náhrada tela stavca implantátom, 3 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6504;Náhrada tela stavca implantátom, 4 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6505;Náhrada tela stavca implantátom, 5 a viac stavcov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6511;Náhrada tela stavca osobitným materiálom, 1 stavec;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6512;Náhrada tela stavca osobitným materiálom, 2 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6513;Náhrada tela stavca osobitným materiálom, 3 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6514;Náhrada tela stavca osobitným materiálom, 4 stavce;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6515;Náhrada tela stavca osobitným materiálom, 5 a viac stavcov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t65x1;Náhrada tela stavca, predný podporný štep bez korekcie;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t65x2;Náhrada tela stavca, predný podporný štep s korekcou;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6603;Osteosyntéza chrbtice drôtovou serklážou, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6604;Osteosyntéza chrbtice drôtovou serklážou, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6611;Osteosyntéza chrbtice skrutkou, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6612;Osteosyntéza chrbtice skrutkou, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6613;Osteosyntéza chrbtice skrutkou, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6614;Osteosyntéza chrbtice skrutkou, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6631;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6632;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6633;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6634;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6641;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6642;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6643;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6644;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6651;Osteosyntéza chrbtice systémom skrutiek a tyčí, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6652;Osteosyntéza chrbtice systémom skrutiek a tyčí, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6653;Osteosyntéza chrbtice systémom skrutiek a tyčí, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6654;Osteosyntéza chrbtice systémom skrutiek a tyčí, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t66x1;Osteosyntéza chrbtice, ostatné: 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t66x2;Osteosyntéza chrbtice, ostatné: 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t66x3;Osteosyntéza chrbtice, ostatné: 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t66x4;Osteosyntéza chrbtice, ostatné: 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6821;Implantácia endoprotézy medzistavcovej platničky, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6822;Implantácia endoprotézy medzistavcovej platničky, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6823;Implantácia endoprotézy medzistavcovej platničky, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6824;Implantácia endoprotézy medzistavcovej platničky, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6831;Revízia endoprotézy medzistavcovej platničky bez výmeny;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6832;Výmena endoprotézy medzistavcovej platničky;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6833;Odstránenie endoprotézy medzistavcovej platničky;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6841;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6842;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6843;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6861;Reoperácia medzistavcovej platničky pri recidíve, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6862;Reoperácia medzistavcovej platničky pri recidíve, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6863;Reoperácia medzistavcovej platničky pri recidíve, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t6864;Reoperácia medzistavcovej platničky pri recidíve, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69b1;Implantácia medzitŕňového rozvierača na chrbtici, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69b2;Implantácia medzitŕňového rozvierača na chrbtici, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69b3;Implantácia medzitŕňového rozvierača na chrbtici, 3 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69c1;Výmena medzitŕňového rozvierača na chrbtici, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69c2;Výmena medzitŕňového rozvierača na chrbtici, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69c3;Výmena medzitŕňového rozvierača na chrbtici, 3 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69d1;Odstránenie medzitŕňového rozvierača z chrbtice, 1 segment;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69d2;Odstránenie medzitŕňového rozvierača z chrbtice, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69d3;Odstránenie medzitŕňového rozvierača z chrbtice, 3 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69x3;Odobratie chondrocytov z chrbtice na kultiváciu ako samostatný zákrok;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5t69x4;Revízia po operácii chrbtice;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z111a;Stereotaktická rádiochirurgia;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z1123;Roboticky asistovaný chirurgický výkon;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z141;Konverzia endoskopického výkonu na otvorený;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z142;Reoperácia;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z143;Predčasné ukončenie operácie;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;Chirurgická liečba degen. ochorení chrbtice - T1-S1;S55-32;mSTA;T1-S1
5a90454;Kombinácia pararektal-retroperitoneálneho prístupu;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5a90455;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5a90461;Dorzálny prístup k Os sacrum a k Os coccygis;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5a90462;Ventrálny prístup k Os sacrum a Os coccygis;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6251;Foraminotómia, 1 segment;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6252;Foraminotómia, 2 segmenty;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6253;Foraminotómia, 3 segmenty;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6254;Foraminotómia, 4 a viac segmentov;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t63x;Kostná náhrada na chrbtici, ostatné;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6744;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na krčnej chrbtici s fúziou (360 stupňov);Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t6745;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia na hrudníkovo- driekovej chrbtici s fúziou (360 stupňov);Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5t69x4;Revízia po operácii chrbtice;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5z111a;Stereotaktická rádiochirurgia;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5z1123;Roboticky asistovaný chirurgický výkon;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5z141;Konverzia endoskopického výkonu na otvorený;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5z142;Reoperácia;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5z143;Predčasné ukončenie operácie;Chirurgická liečba degen. ochorení chrbtice - S2-Co + SI kĺby;S55-33;mSTA;S2-Co
5a901a;Prístup ku kraniocervikálnemu spojeniu, transorálne;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a901b;Prístup ku kraniocervikálnemu spojeniu, dorzálne;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a901c;Prístup ku kraniocervikálnemu spojeniu, laterálne;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90203;Dorzálny prístup ku krčnej chrbtici, 3 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90211;Laminotómia krčnej chrbtice, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90213;Laminotómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90223;Hemilaminektómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90231;Laminektómia krčnej chrbtice, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a90233;Laminektómia krčnej chrbtice, 3 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5a902x;Iný prístup ku krčnej chrbtici;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t621a;Parciálna resekcia  hemivertebry;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6221;Totálna excízia tela stavca chrbtice, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6222;Totálna excízia tela stavca chrbtice, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6223;Totálna excízia tela stavca chrbtice, 3 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6224;Totálna excízia tela stavca chrbtice, 4 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t622a;Totálna resekcia hemivertebry, zadný prístup;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t622b;Totálna resekcia hemivertebry, kombinovaný prístup;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6231;Parciálna artrektómia, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6232;Parciálna artrektómia, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6233;Parciálna artrektómia, 3 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6234;Parciálna artrektómia, 4 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6241;Totálna artrektómia, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6242;Totálna artrektómia, 2 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6243;Totálna artrektómia, 3 segmenty;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6244;Totálna artrektómia, 4 a viac segmentov;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
5t6251;Foraminotómia, 1 segment;Chirurgická liečba instabilít chrbtice - C0-C2;S55-34;mSTA;C0-C2
