kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
t432;Otrava inými a bližšie neurčenými antidepresívami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t433;Otrava fenotiazínovými antipsychotikami a neuroleptikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t434;Otrava butyrofenónovými a tioxanténovými neuroleptikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t435;Otrava inými a bližšie neurčenými antipsychotikami a neuroleptikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t436;Otrava psychostimulanciami s nebezpečenstvom návyku;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t438;Otrava inými psychotropnými látkami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t439;Otrava psychotropnou látkou, bližšie neurčenou;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t440;Otrava inhibítormi cholínesterázy;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t441;Otrava inými parasympatikomimetikami (cholínergikami);S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t442;Otrava liekmi blokujúcimi gangliá (ganglioplegiká), nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t443;Otrava inými parasympatikolytikami (anticholínergikami a antimuskarinikami) a spazmolytikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t444;Otrava agonistami prevažne alfa-adrenoreceptorov, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t445;Otrava agonistami prevažne beta-adrenoreceptorov, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t446;Otrava antagonistami alfa-adrenoreceptorov, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t447;Otrava, antagonistami beta-adrenoreceptorov, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t448;Otrava prostriedkami, účinkujúcimi centrálne a blokujúcimi adrenergný neurón, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t449;Otrava inými a bližšie neurčenými liekmi, účinkujúcimi primárne na autonómnu nervovú sústavu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t450;Otrava antialergikami a antiemetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t451;Otrava antineoplastickými a imunosupresívnymi liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t452;Otrava vitamínmi, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t453;Otrava enzýmami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t454;Otrava železom a jeho zlúčeninami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t455;Otrava antikoagulanciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t456;Otrava liekmi, ovplyvňujúcimi fibrinolýzu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t457;Otrava antagonistami antikoagulancií, vitamínom K a inými koagulanciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t458;Otrava inými prostriedkami, účinkujúcimi najmä celkovo a na zložky krvi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t459;Otrava bližšie neurčenými prostriedkami, účinkujúcimi najmä celkovo a na zložky krvi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t460;Otrava srdcovými glykozidmi a liečivami s podobným účinkom;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t461;Otrava kalciovými antagonistami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t462;Otrava inými antiarytmikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t463;Otrava koronárnymi vazodilatanciami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t464;Otrava inhibítormi enzýmu, konvertujúceho angiotenzín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t465;Otrava inými antihypertenzívami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t466;Otrava hypolipidemikami a protiartériosklerotickými liekmi;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t467;Otrava periférnymi vazodilatanciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t468;Otrava antivarikóznymi liekmi vrátane sklerotizujúcich látok;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t469;Otrava inými a bližšie neurčenými prostriedkami, účinkujúcimi najmä na obehovú sústavu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t470;Otrava antagonistami histamínových H2-receptorov;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t471;Otrava inými antacidami a liekmi, tlmiacimi žalúdkovú sekréciu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t472;Otrava dráždivými (stimulujúcimi) preháňadlami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t473;Otrava salinickými a osmotickými preháňadlami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t474;Otrava inými preháňadlami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t475;Otrava digestívami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t476;Otrava liekmi proti hnačke;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t477;Otrava emetikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t478;Otrava inými prostriedkami, účinkujúcimi najmä na tráviacu sústavu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t479;Otrava bližšie neurčeným liekom, účinkujúcim najmä na tráviacu sústavu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t480;Otrava oxytocikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t481;Otrava relaxanciami kostrových svalov (prostriedkami blokujúcimi neuromuskulárny prevod);S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t482;Otrava inými a bližšie neurčenými prostriedkami, účinkujúcimi najmä na svaly;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t483;Otrava antitusikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t484;Otrava expektoranciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t485;Otrava liekmi proti prechladnutiu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t486;Otrava antiastmatikami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t487;Otrava inými a bližšie neurčenými prostriedkami, účinkujúcimi najmä na dýchaciu sústavu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t490;Otrava protiplesňovými, protiinfekčnými a protizápalovými liekmi s miestnym účinokm, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t491;Otrava antipruriginózami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t492;Otrava lokálnymi adstringenciami a detergenciami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t493;Otrava emolienciami, demulcenciami a ochrannými prostriedkami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t494;Otrava keratolytikami, keratoplastikami a inými liekmi a prípravkami na ošetrovanie vlasov;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t496;Otrava liekmi a prípravkami používanými v otorinolaryngológii;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t497;Otrava zubnými liekmi na miestne použitie;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t498;Otrava inými prostriedkami na miestne použitie;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t499;Otrava prostriedkami na miestne použitie, bližšie neurčenými;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t500;Otrava mineralokortikoidmi a ich antagonistami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t501;Otrava slučkovými diuretikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t502;Otrava inhibítormi karboanhydrázy, benzotiadiazidmi a inými diuretikami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t503;Otrava prostriedkami, ovplyvňujúcimi elektrolytovú, energetickú a vodnú rovnováhu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t504;Otrava liekmi, ovplyvňujúcimi metabolizmus kyseliny močovej;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t505;Otrava liekmi, znižujúcimi chuť do jedenia (anorektiká);S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t506;Otrava antidótami a chelátujúcimi prostriedkami, nezatriedenými inde;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t507;Otrava analeptikami a antagonistami opioidových receptorov;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t508;Otrava diagnostickými prostriedkami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t509;Otrava inými a bližšie neurčenými liekmi, liečivami a biologickými látkami;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t510;Toxický účinok etanolu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t511;Toxický účinok metanolu;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t512;Toxický účinok 2-propanolu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t513;Otrava zmesou vyšších alkoholov, vznikajúcich pri alkoholovom kvasení;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t518;Toxický účinok iných alkoholov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t519;Toxický účinok alkoholu, bližšie neurčeného;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t520;Toxický účinok výrobkov z ropy;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t521;Toxický účinok benzénu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t522;Toxický účinok homológov benzénu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t523;Toxický účinok glykolov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t524;Toxický účinok ketónov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t528;Toxický účinok iných organických rozpúšťadiel;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t529;Toxický účinok organických rozpúšťadiel, bližšie neurčených;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t530;Toxický účinok karbóntetrachloridu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t531;Toxický účinok chloroformu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t532;Toxický účinok trichlóretylénu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t533;Toxický účinok tetrachlóretylénu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t534;Toxický účinok dichlórmetánu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t535;Toxický účinok chlórofluórokarbónov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t536;Toxický účinok iných halogénových derivátov alifatických uhľovodíkov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t537;Toxický účinok iných halogénových derivátov aromatických uhľovodíkov;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t539;Toxický účinok halogénových derivátov alifatických a aromatických uhľovodíkov, nepresne určených;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t540;Toxický účinok fenolu a homológov fenolu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t541;Toxický účinok inej leptavej organickej zlúčeniny;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t542;Toxický účinok leptavej kyseliny a látky podobnej kyselinám;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t543;Toxický účinok leptavého lúhu a látky podobnej lúhom;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t549;Toxický účinok leptavej látky, bližšie neurčenej;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t55;Toxický účinok mydla a detergencia;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t560;Toxický účinok olova a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t561;Toxický účinok ortuti a jej zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t562;Toxický účinok chrómu a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t563;Toxický účinok kadmia a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t564;Toxický účinok medi a jej zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t565;Toxický účinok zinku a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t566;Toxický účinok cínu a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t567;Toxický účinok berýlia a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t568;Toxický účinok iného kovu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t569;Toxický účinok bližšie neurčeného kovu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t570;Toxický účinok arzénu a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t571;Toxický účinok fosforu a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t572;Toxický účinok mangánu a jeho zlúčenín;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t573;Toxický účinok kyanovodíku;S63-06;Otravy alebo toxické účinky z vonkajších príčin III
t578;Toxický účinok inej anorganickej látky, bližšie určenej;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t579;Toxický účinok bližšie neurčenej anorganickej látky;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t58;Toxický účinok oxidu uhoľnatého (CO);S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t590;Toxický účinok oxidu dusíka;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t591;Toxický účinok oxidu siričitého;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t592;Toxický účinok formaldehydu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t593;Toxický účinok slzotvorného plynu;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t594;Toxický účinok plynného chlóru;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t595;Toxický účinok plynného fluóru a fluorovodíka;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t596;Toxický účinok sírovodíka;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t597;Toxický účinok oxidu uhličitého;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t598;Toxický účinok iného plynu, dymu a výparov, bližšie určených;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t599;Toxický účinok plynu, dymu a výparov, bližšie neurčených;S63-31;Otravy alebo toxické účinky z vonkajších príčin I
t600;Toxický účinok organofosfátového a karbamátového insekticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t601;Toxický účinok halogénovaného insekticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t602;Toxický účinok iného insekticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t603;Toxický účinok herbicídu a fungicídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t604;Toxický účinok rodenticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t608;Toxický účinok iného pesticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t609;Toxický účinok bližšie neurčeného pesticídu;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t610;Otrava rybou Ciguatera;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
t611;Otrava rybou Scombroid;S63-19;Otravy alebo toxické účinky z vonkajších príčin II
